email,recommended_projects
jane.molina@example.com,"['PLCS0332', 'PLCS0477', 'PLCS0763', 'PLCS0115', 'PLCS0261', 'PLCS0481', 'PLCS0263', 'PLCS0771', 'PLCS0773', 'PLCS0109']"
christopher.montgomery@example.com,"['PLCS0001', 'PLCS0690', 'PLCS0259', 'PLCS0258', 'PLCS0257', 'PLCS0653', 'PLCS0654', 'PLCS0657', 'PLCS0254', 'PLCS0659']"
jessica.lee@example.com,"['PLCS0001', 'PLCS0271', 'PLCS0280', 'PLCS0668', 'PLCS0278', 'PLCS0671', 'PLCS0277', 'PLCS0274', 'PLCS0273', 'PLCS0675']"
joseph.arellano@example.com,"['PLCS1000', 'PLCS0576', 'PLCS0585', 'PLCS0586', 'PLCS0589', 'PLCS0590', 'PLCS0076', 'PLCS0593', 'PLCS0596', 'PLCS0598']"
charles.beltran@example.com,"['PLCS0001', 'PLCS0284', 'PLCS0842', 'PLCS0417', 'PLCS0414', 'PLCS0854', 'PLCS0860', 'PLCS0368', 'PLCS0864', 'PLCS0353']"
mary.glass@example.com,"['PLCS0368', 'PLCS0407', 'PLCS0359', 'PLCS0864', 'PLCS0700', 'PLCS0741', 'PLCS0836', 'PLCS0082', 'PLCS0318', 'PLCS0310']"
jacqueline.gibbs@example.com,"['PLCS1000', 'PLCS0472', 'PLCS0477', 'PLCS0481', 'PLCS0485', 'PLCS0491', 'PLCS0496', 'PLCS0497', 'PLCS0499', 'PLCS0999']"
kimberly.smith@example.com,"['PLCS1000', 'PLCS0503', 'PLCS0520', 'PLCS0518', 'PLCS0514', 'PLCS0512', 'PLCS0509', 'PLCS0508', 'PLCS0999', 'PLCS0471']"
carrie.wilson@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
thomas.cardenas@example.com,"['PLCS1000', 'PLCS0468', 'PLCS0495', 'PLCS0493', 'PLCS0489', 'PLCS0488', 'PLCS0477', 'PLCS0473', 'PLCS0467', 'PLCS0498']"
jeremiah.johnson@example.com,"['PLCS1000', 'PLCS0662', 'PLCS0179', 'PLCS0644', 'PLCS0645', 'PLCS0647', 'PLCS0649', 'PLCS0653', 'PLCS0659', 'PLCS0660']"
robert.gonzalez@example.com,"['PLCS0001', 'PLCS0267', 'PLCS0282', 'PLCS0281', 'PLCS0280', 'PLCS0275', 'PLCS0750', 'PLCS0751', 'PLCS0271', 'PLCS0756']"
brittany.martin@example.com,"['PLCS1000', 'PLCS0755', 'PLCS0218', 'PLCS0745', 'PLCS0221', 'PLCS0226', 'PLCS0227', 'PLCS0733', 'PLCS0230', 'PLCS0729']"
jennifer.cuevas@example.com,"['PLCS0853', 'PLCS0115', 'PLCS0848', 'PLCS0847', 'PLCS0846', 'PLCS0575', 'PLCS0576', 'PLCS0842', 'PLCS0129', 'PLCS0836']"
catherine.powell@example.com,"['PLCS1000', 'PLCS0318', 'PLCS0333', 'PLCS0332', 'PLCS0745', 'PLCS0327', 'PLCS0325', 'PLCS0755', 'PLCS0756', 'PLCS0317']"
brenda.lewis@example.com,"['PLCS1000', 'PLCS0527', 'PLCS0535', 'PLCS0541', 'PLCS0542', 'PLCS0545', 'PLCS0553', 'PLCS0561', 'PLCS0564', 'PLCS0569']"
derek.hall@example.com,"['PLCS0628', 'PLCS0816', 'PLCS0468', 'PLCS0088', 'PLCS0471', 'PLCS0472', 'PLCS0826', 'PLCS0166', 'PLCS0824', 'PLCS0823']"
laura.stanley@example.com,"['PLCS1000', 'PLCS0662', 'PLCS0179', 'PLCS0644', 'PLCS0645', 'PLCS0647', 'PLCS0649', 'PLCS0653', 'PLCS0659', 'PLCS0660']"
james.smith@example.com,"['PLCS1000', 'PLCS0553', 'PLCS0559', 'PLCS0560', 'PLCS0120', 'PLCS0563', 'PLCS0564', 'PLCS0119', 'PLCS0568', 'PLCS0569']"
wendy.moody@example.com,"['PLCS1000', 'PLCS0508', 'PLCS0511', 'PLCS0513', 'PLCS0526', 'PLCS0527', 'PLCS0533', 'PLCS0536', 'PLCS0541', 'PLCS0547']"
kim.jones@example.com,"['PLCS0001', 'PLCS0734', 'PLCS0322', 'PLCS0318', 'PLCS0741', 'PLCS0742', 'PLCS0743', 'PLCS0317', 'PLCS0310', 'PLCS0309']"
larry.schmidt@example.com,"['PLCS1000', 'PLCS0503', 'PLCS0520', 'PLCS0518', 'PLCS0514', 'PLCS0512', 'PLCS0509', 'PLCS0508', 'PLCS0999', 'PLCS0471']"
maria.parker@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
misty.bennett@example.com,"['PLCS0001', 'PLCS0690', 'PLCS0259', 'PLCS0258', 'PLCS0257', 'PLCS0653', 'PLCS0654', 'PLCS0657', 'PLCS0254', 'PLCS0659']"
cole.anderson@example.com,"['PLCS0001', 'PLCS0842', 'PLCS0526', 'PLCS0239', 'PLCS0525', 'PLCS0242', 'PLCS0867', 'PLCS0521', 'PLCS0864', 'PLCS0860']"
jasmine.daniels@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
lisa.williams@example.com,"['PLCS0424', 'PLCS0358', 'PLCS0287', 'PLCS0147', 'PLCS0288', 'PLCS0887', 'PLCS0893', 'PLCS0894', 'PLCS0755', 'PLCS0306']"
michele.burns@example.com,"['PLCS1000', 'PLCS0468', 'PLCS0495', 'PLCS0493', 'PLCS0489', 'PLCS0488', 'PLCS0477', 'PLCS0473', 'PLCS0467', 'PLCS0498']"
wesley.avila@example.com,"['PLCS0902', 'PLCS0477', 'PLCS0742', 'PLCS0328', 'PLCS0109', 'PLCS0750', 'PLCS0430', 'PLCS0929', 'PLCS0659', 'PLCS0099']"
james.clark@example.com,"['PLCS0368', 'PLCS0407', 'PLCS0359', 'PLCS0864', 'PLCS0700', 'PLCS0741', 'PLCS0836', 'PLCS0082', 'PLCS0318', 'PLCS0310']"
randy.harris@example.com,"['PLCS0908', 'PLCS0732', 'PLCS0332', 'PLCS0654', 'PLCS0466', 'PLCS0166', 'PLCS0877', 'PLCS0947', 'PLCS0763', 'PLCS0327']"
janice.douglas@example.com,"['PLCS1000', 'PLCS0717', 'PLCS0191', 'PLCS0762', 'PLCS0761', 'PLCS0197', 'PLCS0198', 'PLCS0751', 'PLCS0745', 'PLCS0743']"
allison.russell@example.com,"['PLCS0001', 'PLCS0332', 'PLCS0841', 'PLCS0284', 'PLCS0288', 'PLCS0834', 'PLCS0306', 'PLCS0309', 'PLCS0826', 'PLCS0824']"
mary.watson@example.com,"['PLCS0729', 'PLCS0285', 'PLCS0209', 'PLCS0758', 'PLCS0213', 'PLCS0752', 'PLCS0220', 'PLCS0224', 'PLCS0741', 'PLCS0739']"
kevin.acosta@example.com,"['PLCS1000', 'PLCS0503', 'PLCS0520', 'PLCS0518', 'PLCS0514', 'PLCS0512', 'PLCS0509', 'PLCS0508', 'PLCS0999', 'PLCS0471']"
kimberly.burke@example.com,"['PLCS0001', 'PLCS0332', 'PLCS0841', 'PLCS0284', 'PLCS0288', 'PLCS0834', 'PLCS0306', 'PLCS0309', 'PLCS0826', 'PLCS0824']"
paul.acevedo@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
christopher.ross@example.com,"['PLCS1000', 'PLCS0503', 'PLCS0520', 'PLCS0518', 'PLCS0514', 'PLCS0512', 'PLCS0509', 'PLCS0508', 'PLCS0999', 'PLCS0471']"
anthony.miller@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
david.payne@example.com,"['PLCS0885', 'PLCS0951', 'PLCS0186', 'PLCS0660', 'PLCS0758', 'PLCS0531', 'PLCS0190', 'PLCS0563', 'PLCS0213', 'PLCS0463']"
jessica.mitchell@example.com,"['PLCS1000', 'PLCS0553', 'PLCS0559', 'PLCS0560', 'PLCS0120', 'PLCS0563', 'PLCS0564', 'PLCS0119', 'PLCS0568', 'PLCS0569']"
karen.cisneros@example.com,"['PLCS1000', 'PLCS0662', 'PLCS0179', 'PLCS0644', 'PLCS0645', 'PLCS0647', 'PLCS0649', 'PLCS0653', 'PLCS0659', 'PLCS0660']"
timothy.wilson@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
anthony.miller@example.com,"['PLCS0001', 'PLCS0842', 'PLCS0526', 'PLCS0239', 'PLCS0525', 'PLCS0242', 'PLCS0867', 'PLCS0521', 'PLCS0864', 'PLCS0860']"
justin.reid@example.com,"['PLCS1000', 'PLCS0755', 'PLCS0741', 'PLCS0745', 'PLCS0318', 'PLCS0314', 'PLCS0313', 'PLCS0752', 'PLCS0310', 'PLCS0756']"
joshua.torres@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
mindy.mcpherson@example.com,"['PLCS0350', 'PLCS0588', 'PLCS0574', 'PLCS0849', 'PLCS0848', 'PLCS0120', 'PLCS0846', 'PLCS0576', 'PLCS0841', 'PLCS0839']"
donald.waller@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
kimberly.gonzalez@example.com,"['PLCS0001', 'PLCS0271', 'PLCS0280', 'PLCS0668', 'PLCS0278', 'PLCS0671', 'PLCS0277', 'PLCS0274', 'PLCS0273', 'PLCS0675']"
jesus.schultz@example.com,"['PLCS0001', 'PLCS0464', 'PLCS0218', 'PLCS0222', 'PLCS0473', 'PLCS0864', 'PLCS0233', 'PLCS0860', 'PLCS0239', 'PLCS0721']"
felicia.williams@example.com,"['PLCS1000', 'PLCS0755', 'PLCS0741', 'PLCS0745', 'PLCS0318', 'PLCS0314', 'PLCS0313', 'PLCS0752', 'PLCS0310', 'PLCS0756']"
joel.hunter@example.com,"['PLCS1000', 'PLCS0553', 'PLCS0559', 'PLCS0560', 'PLCS0120', 'PLCS0563', 'PLCS0564', 'PLCS0119', 'PLCS0568', 'PLCS0569']"
whitney.cole@example.com,"['PLCS1000', 'PLCS0509', 'PLCS0518', 'PLCS0755', 'PLCS0135', 'PLCS0761', 'PLCS0762', 'PLCS0763', 'PLCS0253', 'PLCS0768']"
amy.moore@example.com,"['PLCS0001', 'PLCS0271', 'PLCS0280', 'PLCS0668', 'PLCS0278', 'PLCS0671', 'PLCS0277', 'PLCS0274', 'PLCS0273', 'PLCS0675']"
linda.juarez@example.com,"['PLCS0625', 'PLCS0645', 'PLCS0920', 'PLCS0181', 'PLCS0926', 'PLCS0317', 'PLCS0743', 'PLCS0931', 'PLCS0634', 'PLCS0844']"
